mfcc,contrast,tonnetz,chroma,class
"[-3.56104126e+02  9.33950043e+01 -2.53507690e+01  3.84646606e+01
 -1.31411200e+01  9.00268745e+00 -3.72401476e+00  7.70344973e+00
 -1.60783176e+01 -1.12063296e-01 -1.31564713e+01 -5.21633720e+00
 -4.88063288e+00 -6.29754639e+00 -5.95291555e-01 -1.15856276e+01
 -4.82986641e+00 -6.86526537e+00 -4.53685951e+00 -1.09289989e+01
 -8.96244812e+00 -5.66000557e+00 -8.01299667e+00 -9.50024033e+00
 -3.96763897e+00 -8.51541996e+00 -3.69459319e+00 -5.68900490e+00
 -5.46611261e+00 -4.36154318e+00 -5.07887983e+00 -2.38883281e+00
 -6.68835402e+00 -2.16749072e+00 -5.10787487e+00 -5.84698534e+00
 -3.43266177e+00 -2.70702696e+00 -6.06266022e+00 -4.88340950e+00]","[25.97655379 13.58594114 15.86067329 14.5913933  16.27752502 21.2101527
 40.84886586]",[ 0.00529945  0.02792077  0.05558225  0.09264454  0.00395703 -0.01045597],"[0.5641179  0.5636765  0.623941   0.64898163 0.6473298  0.65259564
 0.61308366 0.66458577 0.7459343  0.7147273  0.67407644 0.62499493]",grant
"[-3.6108652e+02  7.9576408e+01 -1.8635443e+01  3.8425556e+01
 -1.6413481e+00  1.3321119e+01  9.5660419e+00  7.6432104e+00
 -1.2501932e+01 -8.3838528e-01 -5.0940619e+00  1.6287785e+00
  2.3449311e+00 -5.3589015e+00 -2.3120716e+00 -8.5548868e+00
 -1.1185527e+01 -8.7268667e+00 -6.9684129e+00 -1.3135812e+01
 -2.7389264e+00 -5.9665718e+00 -1.5155820e+01 -8.0549011e+00
 -4.0113177e+00 -1.0032769e+01  2.2171041e-01 -5.1076136e+00
 -5.2652397e+00 -1.0386158e+00 -8.4217310e+00 -6.7274418e+00
 -7.7884064e+00 -2.3694558e+00 -2.1139960e+00 -3.4289143e+00
 -4.7361794e+00 -3.6570301e+00 -7.8423357e+00 -3.3785689e+00]","[25.81698866 16.8729678  16.02399681 16.24648773 19.37451529 22.35219908
 39.91553274]",[-0.03693861  0.02538134  0.11048011  0.16211652 -0.01565851 -0.04725855],"[0.54468185 0.4754275  0.5394253  0.61257154 0.5625214  0.5173378
 0.5270029  0.56829506 0.6150488  0.6120004  0.5740327  0.5887872 ]",grant
"[-344.07343     75.81616    -18.608341    38.016724     2.0900273
   12.578168     7.360921     7.483247   -11.575476    -0.81335
   -5.9255133    0.5586019    2.6896186   -5.411389    -3.1756032
  -11.389203    -9.005292    -7.948362    -8.334107   -10.569081
   -4.764566    -5.8089867  -12.847765    -8.330149    -4.891528
  -10.361725    -1.1265657   -6.0652504   -5.361839    -1.9194264
   -8.0540905   -5.4672194   -8.577057    -2.2487912   -1.9026067
   -5.3217955   -3.484028    -4.3873487   -7.557833    -1.772399 ]","[26.38182264 16.40688868 16.02325598 15.75363046 18.32100289 21.53202224
 40.51473516]",[ 0.0033279   0.01395517  0.08311026  0.13488454 -0.01441329 -0.02474155],"[0.59964687 0.5057098  0.5325212  0.6356002  0.6212843  0.5889755
 0.6006709  0.5988652  0.619456   0.66166675 0.6144588  0.6046727 ]",grant
"[-343.754        88.59895     -15.582251     39.002533     -7.6190104
   16.565609      0.6030759     9.841163    -15.387179     -2.1147
  -10.302994     -0.39153618   -2.0008764    -6.2007833    -1.3004827
  -10.995051     -7.334953     -8.460651     -5.4015574   -12.421498
   -5.532387     -5.8679047    -9.85438      -8.909626     -4.528657
   -9.681865     -2.8329034    -5.471242     -5.7376885    -1.3023975
   -6.6166825    -4.461814     -6.6667876    -2.6901371    -4.310536
   -5.7025595    -4.371327     -3.1523595    -6.684688     -2.3686314 ]","[26.23894097 15.90748686 16.95936273 15.10643532 16.93964613 20.32253547
 41.47949998]",[-0.01874884  0.0099135   0.05178309  0.12615621 -0.00603451 -0.02485256],"[0.5669915  0.59534997 0.6487508  0.62475175 0.58409786 0.5876095
 0.6339394  0.6496539  0.66546047 0.6240199  0.62847364 0.6089985 ]",grant
"[-325.65118      95.354454    -26.726925     40.695316     -5.6328564
   13.787274     -3.6013808     4.726759    -16.525679     -0.35375214
  -13.675341     -3.7626793    -3.7515957    -6.442502      1.0215584
  -10.335194     -7.913188     -8.173182     -2.8794801   -11.618763
   -9.279558     -5.6336255    -7.867685     -7.20776      -2.1796877
  -11.200781     -1.8319895    -6.737903     -7.2236857    -1.1032329
   -7.823106     -2.6875317    -4.8201623    -1.9628764    -6.1805425
   -6.201669     -3.5987298    -2.6053524    -7.1882977    -2.4752433 ]","[25.95613965 15.66052205 16.76477712 15.23387513 17.7001178  21.67796353
 41.22475151]",[-0.00291195  0.02199266  0.11926576  0.10568706 -0.00372454 -0.03545029],"[0.48562914 0.53137594 0.64282465 0.6090569  0.5449408  0.5539085
 0.5931626  0.6981908  0.71221626 0.5937203  0.5749386  0.53667104]",grant
"[-3.2179999e+02  8.4572067e+01 -3.0301712e+01  4.0918312e+01
 -1.7903873e+01  1.5234030e+01 -1.9102523e+00  5.5043678e+00
 -1.3445154e+01  5.9920764e+00 -1.1053139e+01 -1.6087476e+00
 -4.6045837e+00 -1.7632049e+00  1.6806346e+00 -1.0507345e+01
 -6.3097296e+00 -8.8796444e+00 -1.5040483e+00 -1.1803775e+01
 -6.4312563e+00 -3.4125354e+00 -7.7118268e+00 -7.5022478e+00
 -1.2905308e+00 -1.0857930e+01 -2.0231980e-01 -5.6201873e+00
 -9.0264311e+00 -3.3130615e+00 -6.4396477e+00 -2.5167997e+00
 -8.4918470e+00 -3.8241503e+00 -5.1381259e+00 -6.1861277e+00
 -4.9892926e+00 -2.1373920e+00 -6.8643947e+00 -4.1924825e+00]","[25.90322315 13.66701037 16.23875718 14.87192789 18.02328914 22.14269883
 40.58229878]",[ 0.0457897   0.04983243  0.14292576  0.08443065  0.01942143 -0.03384035],"[0.48457137 0.49952707 0.6395268  0.6399082  0.60217386 0.5701572
 0.53842425 0.5906351  0.6524033  0.6352604  0.6047988  0.56479406]",grant
"[-3.6995041e+02  8.9099083e+01 -2.1266861e+01  2.9370529e+01
 -1.6375832e+01  1.0309401e+01 -3.9006151e-02  1.0427625e+01
 -1.0705020e+01  4.0346389e+00 -9.7066746e+00 -3.4823112e+00
 -4.1430573e+00 -4.7104149e+00  5.2967840e-01 -9.9914789e+00
 -6.0871372e+00 -6.5362616e+00 -1.6957583e+00 -1.0981560e+01
 -6.9778342e+00 -4.7508864e+00 -7.3302050e+00 -8.5041704e+00
 -3.5798244e+00 -9.0547352e+00 -4.3861036e+00 -5.3530836e+00
 -6.9289417e+00 -4.5931926e+00 -5.7311406e+00 -3.8711469e+00
 -8.6170721e+00 -3.2129211e+00 -5.7574272e+00 -7.1675892e+00
 -5.5592318e+00 -3.3130100e+00 -5.9893951e+00 -3.7106297e+00]","[26.28574195 14.17507738 15.79726507 16.00502805 17.1600683  20.13790011
 41.19468321]",[ 0.01229853  0.0299309   0.03387157  0.08014679  0.00839481 -0.02060099],"[0.5603077  0.5279975  0.5629498  0.5994197  0.59841335 0.5908712
 0.54939526 0.5828152  0.69104224 0.74227333 0.6770636  0.6327288 ]",grant
"[-3.4864883e+02  8.9223091e+01 -1.9100574e+01  3.5853092e+01
 -7.2260103e+00  1.0681694e+01 -2.4494400e+00  5.4298244e+00
 -1.3758807e+01  2.6128671e-01 -1.3230742e+01 -5.0252328e+00
 -4.7134628e+00 -4.3563771e+00  8.4085274e-01 -1.0643214e+01
 -7.4113317e+00 -7.3277693e+00 -4.2029891e+00 -1.0388866e+01
 -7.0728230e+00 -5.1396165e+00 -6.5671296e+00 -8.0057049e+00
 -3.6640751e+00 -1.1126962e+01 -4.5170712e+00 -5.7590804e+00
 -7.1794906e+00 -4.4602971e+00 -7.9325881e+00 -4.7572579e+00
 -7.0132618e+00 -3.3237474e+00 -5.6991763e+00 -5.4126744e+00
 -4.0838385e+00 -2.9719653e+00 -6.2662625e+00 -2.9715731e+00]","[26.86379491 14.71830282 16.48266915 15.8544137  16.9118183  20.64613181
 41.63896145]",[ 0.02553204  0.03723555  0.06952349  0.09439519  0.00846017 -0.01335739],"[0.55069494 0.5589117  0.6123827  0.6228278  0.6256088  0.5951453
 0.599984   0.6597021  0.7098335  0.6794678  0.6541768  0.6434343 ]",grant
"[-328.17477     94.76612    -24.638067    39.395813   -10.749729
   11.007997    -6.280849     6.556579   -16.809206    -0.7689632
  -12.83656     -6.0862727   -4.2013497   -5.825569     0.779747
  -10.976747    -6.2005873   -6.4433794   -4.196132   -10.781576
   -6.3799524   -5.85527     -8.448151    -7.0712585   -1.4825066
   -8.723853    -3.961507    -6.4547772   -5.60644     -3.3006833
   -7.2761054   -3.6534917   -7.127332    -2.2843375   -5.542632
   -7.4095106   -5.2221823   -2.8118033   -7.126004    -3.3658628]","[26.11341657 13.97707471 16.05168643 14.36117659 15.83232856 20.39441315
 41.14457456]",[ 0.03922558  0.04546644  0.09666462  0.09207702  0.01240043 -0.0191094 ],"[0.5543356  0.52727777 0.63306814 0.67152923 0.6268322  0.60666907
 0.5883834  0.61932606 0.68466973 0.6774978  0.6378424  0.63574183]",grant
"[-3.2971799e+02  7.9371231e+01 -2.2541430e+01  4.3495674e+01
 -1.2870349e+01  2.7413733e+01  3.8697271e+00  8.7430696e+00
 -1.4019960e+01 -2.4503679e+00 -7.1005087e+00  1.2216247e+00
  2.4343400e+00 -5.7035494e+00 -4.2606478e+00 -1.0012716e+01
 -9.5275812e+00 -9.7421370e+00 -6.0624275e+00 -1.1199384e+01
 -1.6608034e+00 -4.4901052e+00 -1.3334936e+01 -6.6852207e+00
 -9.8699373e-01 -1.3524874e+01 -3.3882141e-02 -5.1915207e+00
 -7.0233240e+00  9.0524220e-01 -8.1952934e+00 -6.4813571e+00
 -7.8500509e+00 -3.1268754e+00 -3.5160565e+00 -2.1943662e+00
 -4.5842752e+00 -4.5846200e+00 -3.8344395e+00 -3.5645301e+00]","[24.50182147 15.78667677 15.63043301 15.36943949 19.14906437 22.18722238
 39.70847089]",[-0.02720561  0.00029022 -0.01582022  0.05617821  0.00234813 -0.01825089],"[0.48555148 0.580911   0.5808923  0.6156032  0.59383893 0.5388274
 0.5315194  0.53760356 0.597651   0.63944525 0.59186596 0.47369874]",grant
"[-4.9756061e+02  9.4372498e+01  1.1855658e+01  4.1838856e+01
 -1.2261982e-01  2.3779039e+01 -2.2727489e+01  9.8823671e+00
  2.1926477e+00  1.3964645e+01 -8.7053785e+00 -5.8914118e+00
  1.9486262e+00 -6.5340705e+00  2.3462777e+00  2.1756628e+00
 -7.6251779e+00  5.6751138e-01  2.7564712e+00 -6.1428604e+00
 -1.7826340e+00 -5.4981184e+00  9.0699921e+00 -3.4365916e+00
 -1.3567033e-01  3.1317623e+00 -4.7325759e+00  5.1236472e+00
 -1.6640906e-01 -1.8427013e+00  1.2304841e+00 -6.0435116e-01
  1.4545962e+00 -3.3038640e+00 -1.7915280e+00 -1.5807575e+00
 -1.2492988e+00 -3.0780306e+00 -2.0025761e+00 -2.2745223e+00]","[22.0946562  15.2033661  15.74859078 16.21925492 20.84454549 22.2984876
 40.90575318]",[ 0.02851819 -0.04049134  0.00105094 -0.01932034  0.00923067  0.03689057],"[0.56965625 0.53200006 0.496877   0.51813483 0.5927024  0.53171396
 0.49577203 0.50866044 0.525669   0.59705937 0.621809   0.5702945 ]",grant
"[-5.36413696e+02  8.84935226e+01  1.27281475e+01  3.90392609e+01
 -8.12191486e+00  2.48942871e+01 -2.06664982e+01  8.25182629e+00
  3.94859767e+00  9.23480034e+00 -1.12194424e+01 -8.29102278e-01
  2.28612471e+00 -7.58852482e+00  2.81760168e+00 -1.20163846e+00
 -7.79852200e+00  1.66960657e+00  1.73006749e+00 -5.55556440e+00
 -4.25835490e-01 -3.07859707e+00  6.76006746e+00 -4.59943771e+00
  1.63695085e+00  2.55281043e+00 -5.62416220e+00  3.75904703e+00
 -1.53750277e+00 -8.70187640e-01  6.68447435e-01 -3.39231706e+00
  1.92743671e+00 -4.12278032e+00 -2.22234535e+00 -6.26106739e-01
 -2.34562039e+00 -6.58489764e-01 -7.57205606e-01 -2.90352893e+00]","[21.08889581 15.09097122 15.52608484 15.77520515 19.32867869 21.34710732
 41.00808602]",[-0.03779499  0.00676011  0.05891105  0.03358859 -0.00111487 -0.01060028],"[0.6010641  0.6229858  0.61733085 0.54200613 0.5443825  0.55006325
 0.5288608  0.47689945 0.4755677  0.5652659  0.61669147 0.5666559 ]",grant
"[-4.9413950e+02  1.0162296e+02  1.5631428e+01  4.2684483e+01
  4.0836301e+00  1.8944986e+01 -2.0520350e+01  1.3702139e+01
  3.5930083e+00  3.1344230e+00 -9.2404528e+00  1.2632450e+00
 -2.9875083e+00 -4.3577819e+00  7.6074395e+00 -9.3971891e+00
  4.5926313e+00  7.4525052e-01  5.4093099e-01  1.4974883e-01
 -5.1252789e+00  2.3898618e+00  4.2863698e+00  4.5557356e-01
 -5.8172524e-01  5.4033101e-01  1.5922647e+00 -1.2773263e+00
 -9.7468257e-01  4.4480646e-01 -1.9717129e+00  1.3617342e+00
  6.2542093e-01 -3.9633100e+00  6.3769400e-01 -2.3443162e+00
 -4.2459345e-01 -1.9081429e+00 -2.0008621e+00 -6.0880882e-01]","[21.1152002  14.1192605  15.7849846  16.25879172 18.35570313 20.58363622
 41.48101115]",[-0.00978158  0.02647169 -0.02210041  0.06904254  0.00896096  0.0038131 ],"[0.5768607  0.64203304 0.6488045  0.6176582  0.4948471  0.43418694
 0.45944396 0.53648794 0.5491224  0.58474547 0.57544523 0.540316  ]",grant
"[-5.3787225e+02  8.7432266e+01  1.6991575e+01  3.7338940e+01
  1.4987295e+00  1.7106840e+01 -1.6763103e+01  1.2291528e+01
  2.8091426e+00  5.5969567e+00 -4.2067318e+00  1.3471794e+00
 -3.2316363e-01 -2.9177272e+00  5.1484213e+00 -5.8717690e+00
  2.1765475e+00  9.1104794e-01 -2.2342262e+00 -1.0929435e+00
 -2.5938690e-01  1.3927202e+00  2.6790359e+00 -4.0954132e+00
 -2.6910624e-01 -2.2485369e-01  5.1775551e-01  3.9805892e-01
  1.5117211e+00  3.5930240e+00 -1.0063623e+00  8.9841151e-01
 -1.7201675e-01 -3.7250922e+00 -1.6126297e+00 -1.4000158e+00
 -1.8622355e+00  3.5436583e-01 -1.5055310e+00 -1.6451294e+00]","[20.26364436 13.93105237 16.44543755 14.88818833 17.54242359 19.93844106
 40.46082502]",[-0.04408723  0.02128681 -0.02379561 -0.00246064  0.00378126 -0.00409313],"[0.63437253 0.64367044 0.6707625  0.647345   0.5745266  0.6136327
 0.596922   0.5712789  0.5883899  0.59479535 0.63051516 0.6623254 ]",grant
"[-5.1380463e+02  8.0571884e+01  1.1962632e+01  4.1026951e+01
  1.2375831e-01  2.1794390e+01 -1.7831375e+01  1.1313214e+01
  3.5239563e+00  7.5681410e+00 -8.4003820e+00 -2.0632112e+00
  3.1812553e+00 -8.9061499e+00  6.4223127e+00 -1.6517900e+00
 -5.6167521e+00  2.7804193e+00 -1.0079223e+00 -3.9590070e+00
  1.1648111e+00 -1.5742493e+00  5.4458776e+00 -3.7437315e+00
 -2.5862134e-01  9.0645403e-01 -2.1348348e+00  2.2079887e+00
  2.9063751e-03  8.3071840e-01 -5.4253912e-01 -1.7189528e+00
 -1.3768400e+00 -1.2631916e+00 -1.2206000e+00 -7.4097496e-01
 -1.8164521e+00  1.6824314e-01 -2.9368048e+00 -1.4929748e+00]","[21.52935241 14.61812721 16.63222883 15.22294353 18.22173132 20.62966498
 41.10867395]",[-0.03135091  0.03548478 -0.01147408 -0.02160159 -0.00670907 -0.00289833],"[0.62713283 0.59064656 0.5709465  0.5472409  0.53682095 0.5176734
 0.56357163 0.55689365 0.5292129  0.56283295 0.58811706 0.6279245 ]",grant
"[-5.3363177e+02  8.3585091e+01  1.8198702e+01  3.8588936e+01
  3.7994750e+00  2.2646362e+01 -2.0048500e+01  1.1772538e+01
  6.0537007e-02  8.2164192e+00 -6.5986843e+00 -2.3638608e+00
  8.6359447e-01 -6.0486321e+00  4.7899065e+00 -1.8330587e+00
 -4.3954458e+00  2.6525457e+00 -5.5349702e-01 -4.8079133e+00
  2.2775683e+00 -2.9569855e+00  5.3686633e+00 -2.5754552e+00
 -5.0244433e-01  1.0377376e+00 -3.4252717e+00  1.2509255e+00
  2.0496981e+00  8.2776266e-01 -2.6344550e+00 -2.6181798e+00
  1.8459135e-01 -1.8002496e+00 -1.2972360e+00  6.0564369e-01
 -1.1250042e+00 -9.6133131e-01 -2.4926906e+00 -5.3995442e-01]","[22.84772621 13.72579349 16.14040552 15.27828012 18.45114954 20.30255464
 41.42935482]",[-0.02777385 -0.0035439   0.00612365  0.05523149 -0.0045024   0.00800179],"[0.5798191  0.5590307  0.5524757  0.5600617  0.5818133  0.60029435
 0.6164771  0.59065974 0.5502053  0.60451645 0.62598574 0.60135686]",grant
"[-5.2833673e+02  9.0081512e+01  1.8153351e+01  3.8589672e+01
  3.1816087e+00  2.4327385e+01 -1.8999895e+01  1.3839114e+01
  1.2564727e+00  8.0561514e+00 -6.7443843e+00 -2.2991247e+00
  1.9475689e+00 -6.8563685e+00  6.6364436e+00 -6.9013900e-01
 -6.9397464e+00  2.5675659e+00  1.1867405e+00 -6.4976249e+00
  1.6546090e+00 -1.6068063e+00  4.0308352e+00 -2.7246599e+00
  6.7088284e-02  1.1948044e+00 -5.9536314e-01  2.3082578e+00
 -6.1688912e-01 -1.1392208e+00 -1.0665843e+00 -1.7435105e+00
 -1.0804117e+00 -7.3663533e-01 -1.3184121e+00 -6.5951568e-01
 -1.5294381e+00  5.5691153e-01 -2.2686369e+00  7.7036753e-02]","[21.28836406 14.74875816 15.92450296 15.10396039 18.77123812 19.82231245
 41.38022871]",[-0.01181798  0.01700254 -0.03050316  0.01210659 -0.0005217   0.02131289],"[0.5731792  0.56600475 0.5729289  0.59430933 0.5893762  0.5981107
 0.58684975 0.58287334 0.61583847 0.6105748  0.61485296 0.61108404]",grant
"[-5.2938000e+02  9.3235916e+01  1.5660137e+01  4.0243423e+01
  8.0013161e+00  2.0563211e+01 -1.7687984e+01  8.9319057e+00
  8.7387097e-01  8.8233547e+00 -8.3963337e+00 -3.6388266e+00
  1.3819093e+00 -7.4649253e+00  4.6322031e+00  1.4124034e-01
 -6.5481434e+00  6.5223509e-01  8.8900375e-01 -5.0753164e+00
 -7.8272283e-01 -2.1304293e+00  5.8737254e+00 -2.9182537e+00
 -8.0359977e-01  6.4546950e-02 -3.7749617e+00  1.7630157e+00
 -7.3822784e-01 -5.8570063e-01 -9.0767831e-01 -2.7959266e+00
 -1.0734203e+00 -1.9593667e+00 -1.1112901e+00 -3.6355016e-01
 -2.8342447e-01  3.3113235e-01 -8.5804409e-01 -6.3819873e-01]","[21.54531177 13.99954445 15.78266424 14.87724227 19.07223871 19.68087588
 40.82570734]",[-0.0007252   0.02934186  0.03001137 -0.00313592 -0.01467705  0.0103478 ],"[0.61103237 0.6454886  0.65271336 0.61797714 0.58048433 0.5878877
 0.58905137 0.5725672  0.62313884 0.65518945 0.60066587 0.6162335 ]",grant
"[-5.5230957e+02  8.9436470e+01  2.0468342e+01  3.4464134e+01
  7.1303687e+00  1.9723156e+01 -1.5212948e+01  1.1948913e+01
 -1.4195559e+00  9.2801514e+00 -8.2065058e+00 -1.9644593e+00
  3.1068516e+00 -8.9490805e+00  6.0364141e+00  2.0156121e+00
 -8.1244183e+00  2.1029110e+00  1.9208028e+00 -5.5883589e+00
  5.4635513e-01 -2.9915338e+00  5.3065481e+00 -2.4509087e+00
  1.6169392e+00  1.2348856e+00 -4.2998605e+00  2.8299043e+00
  1.8378197e-01 -2.9533687e-01 -8.6228490e-01 -3.2194216e+00
 -1.3608102e+00 -2.7532654e+00 -2.1982760e+00 -1.3636720e+00
 -1.9120332e+00  6.1094180e-02 -9.8687840e-01 -1.9356771e+00]","[23.26897212 13.41878969 15.56096411 14.99650775 18.38745939 20.435879
 40.88740539]","[-7.01989464e-05  3.36056067e-02  2.38092586e-03  8.84051812e-03
 -4.88274954e-03  1.85070699e-02]","[0.6212934  0.6175969  0.61279875 0.59788924 0.58828974 0.5991895
 0.6008617  0.5450242  0.5830294  0.6260529  0.6543062  0.6476648 ]",grant
"[-5.2191846e+02  7.3677971e+01  2.0339853e+01  3.4428497e+01
  5.3839407e+00  1.9739468e+01 -1.8031620e+01  7.7009516e+00
 -2.5814395e+00  1.1203023e+01 -6.9983368e+00 -6.4234681e+00
  7.1030116e+00 -9.4114199e+00 -6.8931586e-01  3.0480001e+00
 -7.9921870e+00  8.9717172e-02  3.3377030e+00 -7.4119048e+00
  1.3297395e+00 -4.6974916e+00  3.4498663e+00 -4.0271300e-01
 -4.0474792e+00  2.4675820e+00 -3.8456037e+00  5.2847344e-01
  9.5072001e-01 -3.2514462e+00 -1.3966662e+00 -2.1034899e+00
 -1.6465580e+00 -3.8561265e+00 -1.7861853e+00 -9.2821372e-01
 -3.1029119e+00 -3.7075412e-01 -2.4986646e+00 -1.6914698e+00]","[23.17044892 15.2772341  15.91868229 15.3812615  18.60194866 21.34323396
 41.74467535]",[-0.00204437  0.03736985 -0.04566666  0.01157468 -0.00350573  0.0273845 ],"[0.5631648  0.5160606  0.5066416  0.5297136  0.5383516  0.6110945
 0.5849271  0.56458265 0.6523301  0.62724036 0.5831099  0.5677115 ]",grant
"[-4.8834955e+02  9.8318176e+01 -2.6206675e+00  3.4769531e+01
 -5.1063342e+00 -5.1911020e-01 -3.4293702e+00 -1.6894512e+01
  1.0261005e+01 -9.5787150e-01 -4.0768423e+00  6.4526153e+00
 -6.9674363e+00 -6.0583496e+00  9.1049975e-01 -4.0723476e+00
 -5.1974468e+00 -1.4448711e+00  3.8544145e-01 -3.5408106e-01
 -8.1497240e-01 -1.9112408e+00 -2.3688536e+00 -8.9167821e-01
 -1.9955786e+00 -2.7720447e+00 -8.3152074e-01 -1.6036237e+00
 -1.3828537e+00  1.1907558e+00  9.0688670e-01  1.3427598e+00
  1.1771655e+00 -1.7948554e-01  2.0859265e-01 -8.9810568e-01
 -2.2636003e+00 -1.0045538e+00 -2.8610653e-01 -1.5193907e+00]","[22.27578923 13.35790523 15.16726207 13.99478027 17.83985698 23.4198298
 33.88799354]",[-0.06298786  0.03353523  0.03463167 -0.03471632  0.00265095  0.00157192],"[0.56243986 0.6349897  0.6849904  0.7042879  0.6541525  0.616894
 0.57816666 0.5405973  0.57248324 0.5908367  0.6580293  0.5914641 ]",grant
"[-5.0230331e+02  9.9341202e+01  2.0418630e+00  3.5345074e+01
 -8.9527756e-01  4.2554727e+00  3.6216441e-01 -1.6763634e+01
  7.5086269e+00 -4.7113223e+00 -8.6546888e+00  2.8620520e+00
 -7.2142634e+00 -4.9466648e+00 -3.2052442e-01 -3.0069327e+00
 -5.4179115e+00 -3.1338985e+00  1.3538624e+00 -1.1300480e+00
  1.4076851e-01 -6.4025784e-01 -2.9079225e+00  7.0967816e-04
 -2.0518012e+00 -2.7168043e+00 -9.7637063e-01 -2.9483240e+00
 -2.0207863e+00  1.1924961e-02 -1.3122572e+00 -4.8340788e-01
  6.8350774e-01 -5.5919468e-01 -6.0792720e-01 -2.2263354e-01
 -2.0840009e-01 -5.6179810e-01 -1.6369318e+00 -2.6663666e+00]","[22.55849016 14.09372644 16.60316137 13.8479402  18.75914457 23.67788385
 34.31624882]",[-0.00941507  0.02383828  0.01789666 -0.06027385  0.00990721 -0.02299037],"[0.6208499  0.6697395  0.6863988  0.58284473 0.5190169  0.5227995
 0.5235793  0.5242699  0.50995076 0.5307939  0.6198669  0.6101602 ]",grant
"[-4.7919754e+02  8.8719269e+01  5.6404490e+00  3.2886570e+01
 -3.2069900e+00  7.3045216e+00 -9.3649626e+00 -9.4254503e+00
 -9.4080245e-01  2.3209856e+00 -1.2577621e+01  3.4880672e+00
 -7.5143118e+00 -5.4187422e+00  1.0576402e+00 -7.0464621e+00
 -5.4151244e+00 -5.8454118e+00  1.6363257e+00 -3.8519030e+00
 -6.2247258e-01 -2.8456411e-01 -2.6099689e+00 -2.1614852e+00
 -3.4988036e+00 -4.3297887e+00 -1.3761597e+00 -1.8125290e+00
 -1.4284005e+00  1.4565499e+00  1.3642465e+00  9.9647379e-01
  2.7733006e+00 -6.3747454e-01 -1.6908593e+00 -5.8466262e-01
 -1.9765675e+00 -1.8607239e+00 -3.1073093e+00 -3.5538938e+00]","[22.73358394 14.24107547 17.16288693 14.05479976 19.22839806 21.85844423
 38.91344347]",[-0.02279791  0.00548102  0.00785255 -0.04577189  0.00343482 -0.01346225],"[0.540464   0.58843493 0.64844036 0.63080525 0.579456   0.52143764
 0.49249917 0.49923977 0.5663907  0.63927156 0.6926901  0.61853856]",grant
"[-4.8593668e+02  1.1139818e+02 -9.9309959e+00  3.1818729e+01
 -3.0650022e+00  1.1931412e-01 -1.1575625e+00 -1.7672613e+01
  9.2806425e+00 -5.7822496e-01 -9.1661415e+00  5.5510015e+00
 -4.5418344e+00 -4.4219022e+00 -3.0703568e-01 -5.4424677e+00
 -4.9662595e+00 -2.6881287e+00 -4.9432680e-01 -2.5412793e+00
 -1.9363173e+00 -3.1809509e+00 -2.6173577e+00  3.5673335e-02
 -2.7853234e+00 -1.6492249e+00  1.0561483e+00 -1.0103824e+00
 -1.5356056e-01  8.8448697e-01 -1.6225818e+00  3.8432932e-01
  1.2800127e+00 -6.4353865e-01 -8.2431149e-01 -9.0347534e-01
  2.7828163e-01 -4.2558208e-01 -1.9454753e+00 -1.7030531e+00]","[23.62352316 14.06938777 15.55282537 14.49340669 19.29373514 23.9007719
 35.27300719]",[ 0.02296279 -0.01833506 -0.04666528 -0.03133087  0.00789871 -0.02450392],"[0.67771816 0.6778162  0.66058856 0.64171916 0.56812674 0.50841403
 0.49359605 0.5233043  0.5348027  0.5659825  0.64067817 0.67262566]",grant
"[-4.7410532e+02  1.0904556e+02 -5.8611398e+00  3.5549236e+01
  2.5310397e+00  1.9550308e+00 -2.7452192e+00 -1.6897024e+01
  5.5399914e+00  2.6397181e-01 -7.4505849e+00  2.8880777e+00
 -4.8658104e+00 -4.9845681e+00  3.6849782e+00 -3.2220001e+00
 -6.2676768e+00 -2.7605302e+00 -4.9183998e-01 -4.2999467e-01
  2.3307562e-01 -2.0409698e+00 -2.3674524e+00  9.0436167e-01
 -6.8215078e-01 -2.2038047e+00 -1.8491033e+00 -1.9524314e+00
 -1.4678022e+00  1.3948263e+00 -3.4773803e-01 -1.1143273e+00
  4.2809552e-01 -5.9655333e-01  2.2833857e-01 -1.1235498e+00
 -3.1856042e-01 -8.1687607e-02 -1.0373408e+00 -1.2187614e+00]","[22.27830022 13.49763275 16.08474374 15.0433503  18.10424497 23.66662394
 34.67271289]",[ 0.00017858 -0.01814778 -0.03355384 -0.01031382  0.00079165 -0.00822328],"[0.63585943 0.67173576 0.6866011  0.64873093 0.5923157  0.5795584
 0.5688246  0.57444644 0.5599242  0.5804288  0.6271745  0.6306845 ]",grant
